X,Y,OBJECTID,key_crash,DateOfCrash,LocalUse,LocationRelationToRoad,LocationInNearIndicator,LocationCity,LocationCounty,LocationRoadNameOn,LocationFeetFromRoad,LocationDirectionFromRoad,LocationAtFromIndicator,LocationRoadNameAt,LocationDirectionToRoad,LocationRoadNameTo,FirstHarmfulEvent,MostHarmfulEvent,RoadClassification,RoadFeature,TrafficControlType,WeatherCondition1,WeatherCondition2,WeatherContributedToCrash,UpdateDate,Crash_Date_Day,Crash_Date_DOW,Crash_Date_DOW_Num,Crash_Date_Hour,Crash_Date_Month,Crash_Date_Month_Num,Crash_Date_Year,drivers,passengers,pedestrians,pedalcyclists,other_person_type,unknown_person_type,killed,type_a_injury,type_b_injury,type_c_injury,no_injury,injury_unknown,LocationLatitude,LocationLongitude
-78.6901999998126,35.8468999998131,64060,186983,2017/08/10 00:57:00+00,P17043137,Outside Trafficway,In,RALEIGH,Wake,5171 GLENWOOD AVE,573,E,From,TRIBUTE PARK DR,E,MOREHEAD DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2017/08/15 17:50:00.460+00,9,Wednesday,4,16,August,8,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.8469,-78.6902
-78.6297399999327,35.7656599998711,64329,187256,2017/08/09 05:43:00+00,P17043746,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BRAGG ST,324,E,From,ANGELUS DR,E,HOLMES ST,Pedalcyclist,"Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2017/08/17 18:17:00.203+00,8,Tuesday,3,21,August,8,2017,1,1,0,1,0,0,0,0,1,0,2,0,35.76566,-78.62974
-78.6073499999224,35.7710300002664,64362,187290,2017/08/14 22:22:00+00,P17044062,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MLK JR BLVD,35,W,From,PEYTON ST,W,GRANTLAND DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Cloudy,,No,2017/08/15 18:50:00.387+00,14,Monday,2,14,August,8,2017,1,0,0,1,0,0,0,1,0,0,1,0,35.77103,-78.60735
-78.6638000003242,35.8706400002642,64960,187895,2017/08/23 02:20:00+00,P17045791,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LYNN RD,0,,At,LEAD MINE RD,S,SHADYSIDE DR,"Left turn, different roadways","Left turn, different roadways",Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/08/24 21:26:00.526+00,22,Tuesday,3,18,August,8,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.87064,-78.6638
-78.725800000062,35.877099999729,65115,188054,2017/08/25 03:05:00+00,P17046246,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GROVE BARTON RD,158,W,From,RED ROBIN RD,W,PINECREST RD,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2017/08/29 22:50:00.490+00,24,Thursday,5,19,August,8,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8771,-78.7258
-78.694099999686,35.7682000000792,65726,188675,2017/09/02 17:11:00+00,P17047903,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GORMAN ST,0,,At,AVENT FERRY RD,E,TRAILWOOD DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Cloudy,Clear,No,2017/09/06 19:50:00.183+00,2,Saturday,7,9,September,9,2017,1,0,0,1,0,0,0,0,1,0,0,0,35.7682,-78.6941
-78.7113000002103,35.8328999997159,66065,189020,2017/09/08 01:53:00+00,P17048923,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,DURALEIGH RD,223,N,From,FURMAN HALL,N,SEDGEWOOD DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/09/14 17:50:00.542+00,7,Thursday,5,17,September,9,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8329,-78.7113
-78.5404999995589,35.8757999997526,66082,189037,2017/09/04 15:32:00+00,P17048193,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LOUISBURG  RD,50,S,From,PERRY CREEK RD,S,FOX RD,Angle,Angle,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/09/08 19:50:00.157+00,4,Monday,2,7,September,9,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8758,-78.5405
-78.6403299998653,35.7769999996644,66485,189448,2017/09/14 16:02:00+00,P17050124,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FAYETTEVILLE ST,0,,At,W. MARTIN ST,W,S. SALISBURY ST,Pedestrian,Pedestrian,Local Street,No Special Feature,Stop and go signal,Rain,,No,2017/09/14 22:50:00.286+00,14,Thursday,5,8,September,9,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.777,-78.64033
-78.6475000003235,35.7807000000332,67553,190536,2017/10/01 04:55:00+00,P17053464,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLBOROUGH ST,0,,At,GLENWOOD AVE,W,WEST  ST,Pedestrian,Pedestrian,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/10/02 20:17:00.420+00,30,Saturday,7,20,September,9,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7807,-78.6475
-78.6752999999278,35.7892999998666,68055,191051,2017/10/07 02:24:00+00,P17054683,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,100,W,From,BAGWELL AVE,W,DIXIE TRL,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2017/10/12 18:50:00.306+00,6,Friday,6,18,October,10,2017,1,0,0,1,0,0,0,0,0,0,2,0,35.7893,-78.6753
-78.6430999999596,35.8406999996737,68675,191689,2017/10/16 02:18:00+00,P17056483,Outside Trafficway,In,RALEIGH,Wake,4421 SIX FORKS RD,200,N,From,LASSITER MILL  RD,N,ROWAN ST,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2017/10/24 18:50:00.493+00,15,Sunday,1,18,October,10,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.8407,-78.6431
-78.5990000003547,35.8484000002013,68769,191788,2017/10/17 17:20:00+00,P17056771,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LEAFCREST CT,0,,At,MILLBROOK  RD,S,BROCKTON DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2017/10/23 19:17:00.357+00,17,Tuesday,3,9,October,10,2017,1,0,0,1,0,0,0,0,0,0,2,0,35.8484,-78.599
-78.639899999695,35.782500000151,69850,192909,2017/10/30 20:09:00+00,P17059571,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SALISBURY ST,0,,At,JONES ST,S,EDENTON ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/11/03 21:17:00.217+00,30,Monday,2,12,October,10,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.7825,-78.6399
-78.5646999997637,35.8062000000121,69958,193021,2017/10/22 01:30:00+00,P17058615,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,N NEW HOPE RD,400,S,From,PIN OAK RD,S,WILLOW OAK RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/11/10 02:50:00.286+00,21,Saturday,7,17,October,10,2017,1,1,0,1,0,0,0,0,1,0,2,0,35.8062,-78.5647
-78.6430000004005,35.7779999999623,69965,193028,2017/11/01 01:46:00+00,P17059854,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,TIPTON ST,10,W,From,CUMBERLAND ST,W,COLEMAN ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/11/02 00:26:00.226+00,31,Tuesday,3,17,October,10,2017,1,0,0,1,1,0,0,0,0,2,1,0,35.778,-78.643
-78.622300000036,35.7796000002225,70032,193095,2017/11/02 06:38:00+00,P17060142,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW BERN AVE,0,,At,TARBORO RD,,,Pedalcyclist,Angle,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/01/10 19:26:00.119+00,1,Wednesday,4,22,November,11,2017,1,1,0,1,0,0,0,0,0,0,3,0,35.7796,-78.6223
-78.6487699998447,35.7885999997738,70153,193218,2017/11/03 15:06:00+00,P17060392,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,W. PEACE ST,0,,At,N. BOYLAN AVE,E,GLENWOOD  AVE,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/11/07 00:17:00.493+00,3,Friday,6,7,November,11,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7886,-78.64877
-78.6133999997491,35.787800000238,70380,193458,2017/11/07 03:26:00+00,P17061050,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,N RALEIGH BLVD,0,,At,MILBURNIE RD,N,GLASCOCK ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/11/08 19:26:00.447+00,6,Monday,2,17,November,11,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.7878,-78.6134
-78.7019999998903,35.7486999997421,70415,193494,2017/11/07 20:16:00+00,P17061192,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GORMAN ST,2,N,From,TRYON  RD,N,40,"Right turn, same roadway",Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Cloudy,,No,2017/11/14 00:50:00.963+00,7,Tuesday,3,10,November,11,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7487,-78.702
-78.601799999688,35.8473000000209,71174,194275,2017/11/17 20:00:00+00,P17063255,Outside Trafficway,In,RALEIGH,Wake,4701 ATLANTIC AVE,350,S,From,E MILLBROOK RD,S,PACIFIC RD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2017/11/20 21:50:00.779+00,17,Friday,6,10,November,11,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8473,-78.6018
-78.6192999997879,35.8613000000382,71324,194429,2017/11/18 21:47:00+00,P17063528,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NORTH BEND DR,10,W,From,FALLS  OF NEUSE RD,W,OAKHAM LN,"Right turn, different roadways","Right turn, different roadways",Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/11/27 21:50:00.369+00,18,Saturday,7,11,November,11,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8613,-78.6193
-78.5886000003929,35.8489999996939,71517,194623,2017/11/19 03:33:00+00,P17063593,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MILLBROOK  RD,10,W,From,MILLBROOK GREEN DR,W,HARGROVE RD,Pedalcyclist,"Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2017/11/27 19:50:00.359+00,18,Saturday,7,17,November,11,2017,2,1,0,1,0,0,0,1,0,0,3,0,35.849,-78.5886
-78.6579000002854,35.8029000002901,71927,195043,2017/11/29 19:19:00+00,P17065472,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,OBERLIN RD,0,,At,CRAIG ST,,,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2017/12/05 23:50:00.329+00,29,Wednesday,4,9,November,11,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8029,-78.6579
-78.644700000092,35.8521999999226,72103,195219,2017/12/02 01:30:00+00,P17065992,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WIMBLETON DR,350,N,From,SHELLEY RD,N,SNELLING RD,Parked Motor Vehicle,Parked Motor Vehicle,Local Street,No Special Feature,No control present,Clear,,No,2017/12/08 20:50:00.130+00,1,Friday,6,15,December,12,2017,1,0,0,1,0,0,0,0,0,0,1,0,35.8522,-78.6447
-78.6229999996447,35.8770000001523,72376,195501,2017/12/05 22:00:00+00,P17066765,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HUNTING RIDGE RD,0,,At,HUNTING RIDGE RD,S,SANDY FORKS DR,Pedestrian,Pedestrian,Local Street,No Special Feature,No control present,Clear,,No,2017/12/08 20:50:00.483+00,5,Tuesday,3,12,December,12,2017,1,0,0,1,0,0,0,0,0,0,2,0,35.877,-78.623
-78.7089999995709,35.88199999976,72982,196125,2017/12/12 17:00:00+00,P17068247,Outside Trafficway,In,RALEIGH,Wake,LEESVIILE RD,100,N,From,STARBOARD CT,N,SPRAGUE RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/12/13 22:50:00.562+00,12,Tuesday,3,7,December,12,2017,1,0,0,1,0,0,0,0,1,0,0,0,35.882,-78.709
-78.6239999997274,35.8020000002831,73172,196315,2017/12/15 02:06:00+00,P17068744,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ATLANTIC AVE,0,,At,OLD LOUISBURG RD,N,E WHITAKER MILL,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/12/15 20:17:00.367+00,14,Thursday,5,16,December,12,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.802,-78.624
-78.6316999999151,35.749499999702,73300,196448,2017/12/16 23:26:00+00,P17069121,Outside Trafficway,In,RALEIGH,Wake,2310 GARNER RD,20,W,From,GARNER RD,W,HAMMOND RD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2017/12/18 22:50:00.433+00,16,Saturday,7,13,December,12,2017,2,1,0,1,0,0,0,0,1,0,3,0,35.7495,-78.6317
-78.7395700001678,35.7881900003436,74262,197431,2018/01/02 16:38:00+00,P18000167,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,200,W,From,PINE STUMP LN,W,BASHFORD RD,"Sideswipe, same direction","Sideswipe, same direction",Other*,No Special Feature,No control present,Clear,,No,2018/01/02 20:50:00.140+00,2,Tuesday,3,6,January,1,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.78819,-78.73957
-78.7252000000124,35.8965000002972,75812,199008,2018/01/28 00:04:00+00,P18004760,Outside Trafficway,In,RALEIGH,Wake,9101 LEESVILLE RD,472,W,From,LEESVILLE RD,W,PINECREST RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/02/06 19:45:00.867+00,27,Saturday,7,14,January,1,2018,1,1,0,1,0,0,0,0,0,0,3,0,35.8965,-78.7252
-78.6565000001696,35.7834000002297,75847,199043,2018/01/24 04:40:00+00,P18003996,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,150,W,From,ASHE AVE,W,PARK AVE,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/01/29 23:50:00.382+00,23,Tuesday,3,18,January,1,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.7834,-78.6565
-78.5933999998916,35.8160999996638,77712,200952,2018/02/22 03:25:00+00,P18009583,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BRENTWOOD RD,0,,At,STONY BROOK DR,S,SKYCREST DR,Pedestrian,Pedestrian,Local Street,No Special Feature,Stop sign,Rain,,No,2018/02/27 22:10:00.309+00,21,Wednesday,4,17,February,2,2018,1,0,0,1,0,0,0,0,1,0,0,0,35.8161,-78.5934
-78.6753099999736,35.7886499999328,78117,201361,2018/03/03 23:56:00+00,P18011510,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,111 FRIENDLY DR,150,S,From,HILLSBOROUGH  ST,S,YARBROUGH DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/03/22 20:45:00.233+00,3,Saturday,7,13,March,3,2018,1,2,0,1,0,0,0,0,0,0,4,0,35.78865,-78.67531
-78.6190000002122,35.7790000000722,78242,201489,2018/03/06 02:16:00+00,P18011869,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW  BERN AVE,0,,At,POOLE RD,N,EDENTON ST,Pedalcyclist,Pedalcyclist,Local Street,Y-intersection,Stop and go signal,Clear,,No,2018/03/20 21:45:00.236+00,5,Monday,2,16,March,3,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.779,-78.619
-78.716800000216,35.8647000003284,78306,201553,2018/03/05 21:16:00+00,P18011807,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD FOREST DR,10,S,From,GLENWOOD AVE,S,POYNER RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/03/07 19:45:00.326+00,5,Monday,2,11,March,3,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.8647,-78.7168
-78.6661000000652,35.7872000000384,78539,201789,2018/03/10 19:25:00+00,P18012800,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,65,W,From,LOGAN CT,W,CHAMBERLAIN ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2018/03/21 00:45:00.236+00,10,Saturday,7,9,March,3,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.7872,-78.6661
-78.592799999842,35.7718000000347,78959,202219,2018/03/16 20:00:00+00,P18013941,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,DONALD ROSS DR,0,,At,POOLE  RD,E,RAWLS DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2018/03/21 00:45:00.266+00,16,Friday,6,12,March,3,2018,1,1,0,1,0,0,0,0,1,0,2,0,35.7718,-78.5928
-78.6223100000817,35.8728199997036,79356,202634,2018/03/23 00:09:00+00,P18015112,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,0,,At,SANDY FORKS RD,N,HUNTING RIDGE RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2018/04/02 18:45:21.407+00,22,Thursday,5,16,March,3,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.87282,-78.62231
-78.6385899999909,35.7755700002127,79736,203022,2018/03/28 19:33:00+00,P18016205,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E DAVIE ST,0,,At,S WILMINGTON ST,S,W CABARRUS ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2018/03/29 20:10:13.536+00,28,Wednesday,4,11,March,3,2018,1,0,0,1,0,0,0,0,0,0,1,1,35.77557,-78.63859
-78.6771999996358,35.745499999693,80934,204243,2018/04/16 13:16:00+00,P18019759,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LAKE WHEELER RD,30,S,From,STEWART DR,S,BARNHILL DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2018/04/16 21:44:59.816+00,16,Monday,2,5,April,4,2018,1,1,0,1,0,0,0,0,0,1,2,0,35.7455,-78.6772
-78.7368999996326,35.787600000189,81113,204423,2018/04/18 16:37:00+00,P18020210,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SINGLETON ST,0,,At,HILLSBOROUGH  ST,E,WOLF GREEN DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2018/04/30 18:45:00.122+00,18,Wednesday,4,8,April,4,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7876,-78.7369
-78.6687999998394,35.787939999973,81279,204590,2018/04/20 16:30:00+00,P18020680,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,222,W,From,HORNE ST,W,POGUE ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/05/10 20:29:59.673+00,20,Friday,6,8,April,4,2018,1,0,0,1,0,0,0,1,0,0,1,0,35.78794,-78.6688
-78.7099000000945,35.8615000001099,81845,205164,2018/04/28 02:00:00+00,P18022251,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,DAVIS CIR,5,N,From,GLENWOOD AVE,N,MILLBROOK RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2018/04/30 21:29:59.960+00,27,Friday,6,18,April,4,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.8615,-78.7099
-78.6801000003248,35.8500000001671,81936,205256,2018/04/28 18:08:00+00,P18022356,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CREEDMOOR RD,0,,At,MANASSA POPE LN,S,SUGAR BUSH RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/04/30 20:09:59.892+00,28,Saturday,7,10,April,4,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.85,-78.6801
-78.6669999996905,35.7874999999757,82018,205338,2018/04/30 21:25:00+00,P18022714,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CHAMBERLAIN ST,0,,At,HILLSBOROUGH ST,W,HORNE ST,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2018/05/01 18:09:59.717+00,30,Monday,2,13,April,4,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7875,-78.667
-78.6131400003564,35.7928600001715,82140,205462,2018/05/02 03:01:00+00,P18022985,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLASCOCK ST,0,,At,RALEIGH BLVD,E,LARSON DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/05/02 19:09:59.930+00,1,Tuesday,3,19,May,5,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.79286,-78.61314
-78.6199900002492,35.8643900003239,83039,206374,2018/05/15 00:01:00+00,P18025593,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CARLOS DR,0,,At,FALLS  OF NEUSE RD,S,MILLBROOK RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2018/05/15 19:09:59.766+00,14,Monday,2,16,May,5,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.86439,-78.61999
-78.6765999995862,35.7790000000722,83146,206483,2018/05/07 20:01:00+00,P18024097,Outside Trafficway,In,RALEIGH,Wake,2109 AVENT FERRY RD,600,S,From,WESTERN  BLVD,S,CENTENIAL PKWY,"Right turn, same roadway",Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2018/05/17 19:45:00.112+00,7,Monday,2,12,May,5,2018,1,0,0,1,0,0,0,0,0,0,2,0,35.779,-78.6766
-78.6428999999431,35.796899999751,84146,207499,2018/05/31 04:47:00+00,P18028868,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WADE AVE,500,W,From,CAPITAL BLVD,W,GLENWOOD AVE,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Rain,,Yes,2018/06/11 18:44:59.657+00,30,Wednesday,4,20,May,5,2018,1,0,0,1,0,0,0,1,0,0,1,0,35.7969,-78.6429
-78.5992000003713,35.8529000000508,84515,207883,2018/06/05 22:30:00+00,P18030004,Outside Trafficway,In,RALEIGH,Wake,5020 ATLANTIC AVE,5,E,From,ATLANTIC AVE,E,DEPARTURE DR,Backing up,Backing up,Public Vehicular Area,T-intersection,No control present,Clear,,No,2018/06/11 19:44:59.846+00,5,Tuesday,3,14,June,6,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.8529,-78.5992
-78.541200000066,35.7320999999148,85427,208821,2018/06/20 01:41:00+00,P18032899,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,5900 RICKER RD,155,N,From,MARSHLANE WAY,N,TEMPIA CT,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/06/20 18:09:59.792+00,19,Tuesday,3,17,June,6,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7321,-78.5412
-78.6618000001588,35.8424999998186,85559,208959,2018/06/21 16:26:00+00,P18033218,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NORTH HILLS DR,312,NE,From,GENERATION DR,NE,NORTHBROOK DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/06/22 19:09:59.612+00,21,Thursday,5,8,June,6,2018,1,0,0,1,0,0,0,1,0,0,1,0,35.8425,-78.6618
-78.6828799995666,35.7765900001631,85909,209320,2018/06/27 23:05:00+00,P18034421,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,VARSITY DR,200,N,From,AVENT FERRY RD,N,CREST RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2018/06/28 19:09:59.690+00,27,Wednesday,4,15,June,6,2018,1,1,0,1,0,0,0,0,1,0,2,0,35.77659,-78.68288
-78.5968000001728,35.8354999997025,86147,209560,2018/06/30 05:53:00+00,P18034954,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BONNEVILLE CT,300,E,From,BRENTWOOD RD,E,GREEN RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2018/07/02 19:45:00.117+00,29,Friday,6,21,June,6,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.8355,-78.5968
-78.5762999998248,35.9345999997357,86360,209776,2018/06/30 01:21:00+00,P18034899,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WIDE RIVER DR,0,,At,FALLS OF NEUSE RD,S,LOWERY FARM LN,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2018/07/05 19:10:00.069+00,29,Friday,6,17,June,6,2018,1,0,0,1,0,0,0,0,1,0,1,0,35.9346,-78.5763
-78.6386999995957,35.7693999999489,86591,210011,2018/07/09 03:05:00+00,P18036585,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S WILMINGTON ST,0,,At,MARTIN LUTHER KING BLV,S,CITY FARM RD,Pedalcyclist,Pedalcyclist,Local Street,"Five point, or more",Stop and go signal,Clear,,No,2018/07/09 22:10:00.107+00,8,Sunday,1,19,July,7,2018,1,0,0,1,0,0,0,1,0,0,1,0,35.7694,-78.6387
-78.5910800000591,35.8929200002589,86784,210208,2018/07/11 23:35:00+00,P18037208,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,YUCCA TRL,150,W,From,GREENHEAD CT,W,WHEELING DR,Parked Motor Vehicle,Parked Motor Vehicle,Local Street,No Special Feature,No control present,Clear,,No,2018/07/18 18:45:00.163+00,11,Wednesday,4,15,July,7,2018,1,0,0,1,0,0,0,0,1,0,0,0,35.89292,-78.59108
-78.6781999997185,35.7770999999687,87390,210829,2018/07/20 22:47:00+00,P18038945,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CENTENNIAL PKWY,0,,At,AVENT FERRY RD,NW,WESTERN BLVD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2018/07/25 17:44:59.867+00,20,Friday,6,14,July,7,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7771,-78.6782
-78.6520000002466,35.7867000002983,87549,210988,2018/07/24 06:40:00+00,P18039624,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,PARK DR,0,,At,E PARK DR,E,W PARK DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Rain,,No,2018/07/24 19:45:00.099+00,23,Monday,2,22,July,7,2018,1,0,0,1,0,0,0,0,0,1,1,0,35.7867,-78.652
